no,month,area,year,price,loc
1035,10,전용면적 102㎡초과,2019,5292,경기
1036,10,전체,2019,4040,부산
1037,10,전용면적 60㎡이하,2019,3860,부산
1038,10,전용면적 60㎡초과 85㎡이하,2019,4056,부산
1039,10,전용면적 85㎡초과 102㎡이하,2019,4401,부산
1040,10,전용면적 102㎡초과,2019,4433,부산
1041,10,전체,2019,4405,대구
1042,10,전용면적 60㎡이하,2019,4354,대구
1043,10,전용면적 60㎡초과 85㎡이하,2019,4385,대구
1044,10,전용면적 85㎡초과 102㎡이하,2019,4450,대구
1045,10,전용면적 102㎡초과,2019,4830,대구
1046,10,전체,2019,3771,광주
1047,10,전용면적 60㎡이하,2019,3647,광주
1048,10,전용면적 60㎡초과 85㎡이하,2019,3771,광주
1049,10,전용면적 85㎡초과 102㎡이하,2019,,광주
1050,10,전용면적 102㎡초과,2019,4159,광주
1051,10,전체,2019,3632,대전
1052,10,전용면적 60㎡이하,2019,3534,대전
1053,10,전용면적 60㎡초과 85㎡이하,2019,3567,대전
1054,10,전용면적 85㎡초과 102㎡이하,2019,,대전
1055,10,전용면적 102㎡초과,2019,4500,대전
1056,10,전체,2019,3140,울산
1057,10,전용면적 60㎡이하,2019,3399,울산
1058,10,전용면적 60㎡초과 85㎡이하,2019,3110,울산
1059,10,전용면적 85㎡초과 102㎡이하,2019,,울산
1060,10,전용면적 102㎡초과,2019,,울산
1061,10,전체,2019,3458,세종
1062,10,전용면적 60㎡이하,2019,,세종
1063,10,전용면적 60㎡초과 85㎡이하,2019,3395,세종
1064,10,전용면적 85㎡초과 102㎡이하,2019,3510,세종
1065,10,전용면적 102㎡초과,2019,3931,세종
1066,10,전체,2019,2460,강원
1067,10,전용면적 60㎡이하,2019,2563,강원
1068,10,전용면적 60㎡초과 85㎡이하,2019,2442,강원
1069,10,전용면적 85㎡초과 102㎡이하,2019,3329,강원
1070,10,전용면적 102㎡초과,2019,3233,강원
1071,10,전체,2019,2272,충북
1072,10,전용면적 60㎡이하,2019,2286,충북
1073,10,전용면적 60㎡초과 85㎡이하,2019,2292,충북
1074,10,전용면적 85㎡초과 102㎡이하,2019,2634,충북
1075,10,전용면적 102㎡초과,2019,2532,충북
1076,10,전체,2019,2602,충남
1077,10,전용면적 60㎡이하,2019,2332,충남
1078,10,전용면적 60㎡초과 85㎡이하,2019,2629,충남
1079,10,전용면적 85㎡초과 102㎡이하,2019,3201,충남
1080,10,전용면적 102㎡초과,2019,2835,충남
1081,10,전체,2019,2556,전북
1082,10,전용면적 60㎡이하,2019,2387,전북
1083,10,전용면적 60㎡초과 85㎡이하,2019,2542,전북
1084,10,전용면적 85㎡초과 102㎡이하,2019,2764,전북
1085,10,전용면적 102㎡초과,2019,2667,전북
1086,10,전체,2019,2494,전남
1087,10,전용면적 60㎡이하,2019,2465,전남
1088,10,전용면적 60㎡초과 85㎡이하,2019,2494,전남
1089,10,전용면적 85㎡초과 102㎡이하,2019,2337,전남
1090,10,전용면적 102㎡초과,2019,3053,전남
1091,10,전체,2019,2914,경북
1092,10,전용면적 60㎡이하,2019,2578,경북
1093,10,전용면적 60㎡초과 85㎡이하,2019,2897,경북
1094,10,전용면적 85㎡초과 102㎡이하,2019,2604,경북
1095,10,전용면적 102㎡초과,2019,3457,경북
1096,10,전체,2019,3209,경남
1097,10,전용면적 60㎡이하,2019,,경남
1098,10,전용면적 60㎡초과 85㎡이하,2019,3176,경남
1099,10,전용면적 85㎡초과 102㎡이하,2019,3247,경남
1100,10,전용면적 102㎡초과,2019,4303,경남
1101,10,전체,2019,3869,제주
1102,10,전용면적 60㎡이하,2019,3804,제주
1103,10,전용면적 60㎡초과 85㎡이하,2019,3884,제주
1104,10,전용면적 85㎡초과 102㎡이하,2019,,제주
1105,10,전용면적 102㎡초과,2019,3601,제주
1106,11,전체,2019,8062,서울
1107,11,전용면적 60㎡이하,2019,8196,서울
1108,11,전용면적 60㎡초과 85㎡이하,2019,8300,서울
1109,11,전용면적 85㎡초과 102㎡이하,2019,12728,서울
1110,11,전용면적 102㎡초과,2019,8952,서울
1111,11,전체,2019,3922,인천
1112,11,전용면적 60㎡이하,2019,3911,인천
1113,11,전용면적 60㎡초과 85㎡이하,2019,3922,인천
1114,11,전용면적 85㎡초과 102㎡이하,2019,3904,인천
1115,11,전용면적 102㎡초과,2019,4768,인천
1116,11,전체,2019,4453,경기
1117,11,전용면적 60㎡이하,2019,4885,경기
1118,11,전용면적 60㎡초과 85㎡이하,2019,4341,경기
1119,11,전용면적 85㎡초과 102㎡이하,2019,5284,경기
1120,11,전용면적 102㎡초과,2019,5342,경기
1121,11,전체,2019,3985,부산
1122,11,전용면적 60㎡이하,2019,3749,부산
1123,11,전용면적 60㎡초과 85㎡이하,2019,4010,부산
1124,11,전용면적 85㎡초과 102㎡이하,2019,4401,부산
1125,11,전용면적 102㎡초과,2019,4322,부산
1126,11,전체,2019,4382,대구
1127,11,전용면적 60㎡이하,2019,4364,대구
1128,11,전용면적 60㎡초과 85㎡이하,2019,4369,대구
1129,11,전용면적 85㎡초과 102㎡이하,2019,4389,대구
1130,11,전용면적 102㎡초과,2019,5158,대구
1131,11,전체,2019,3836,광주
1132,11,전용면적 60㎡이하,2019,3717,광주
1133,11,전용면적 60㎡초과 85㎡이하,2019,3841,광주
1134,11,전용면적 85㎡초과 102㎡이하,2019,,광주
1135,11,전용면적 102㎡초과,2019,4246,광주
1136,11,전체,2019,3632,대전
1137,11,전용면적 60㎡이하,2019,3534,대전
1138,11,전용면적 60㎡초과 85㎡이하,2019,3567,대전
1139,11,전용면적 85㎡초과 102㎡이하,2019,,대전
1140,11,전용면적 102㎡초과,2019,4500,대전
1141,11,전체,2019,3140,울산
1142,11,전용면적 60㎡이하,2019,3399,울산
1143,11,전용면적 60㎡초과 85㎡이하,2019,3110,울산
1144,11,전용면적 85㎡초과 102㎡이하,2019,,울산
1145,11,전용면적 102㎡초과,2019,,울산
1146,11,전체,2019,3458,세종
1147,11,전용면적 60㎡이하,2019,,세종
1148,11,전용면적 60㎡초과 85㎡이하,2019,3395,세종
1149,11,전용면적 85㎡초과 102㎡이하,2019,3510,세종
1150,11,전용면적 102㎡초과,2019,3931,세종
1151,11,전체,2019,2510,강원
1152,11,전용면적 60㎡이하,2019,2561,강원
1153,11,전용면적 60㎡초과 85㎡이하,2019,2489,강원
1154,11,전용면적 85㎡초과 102㎡이하,2019,3329,강원
1155,11,전용면적 102㎡초과,2019,3598,강원
1156,11,전체,2019,2303,충북
1157,11,전용면적 60㎡이하,2019,2324,충북
1158,11,전용면적 60㎡초과 85㎡이하,2019,2293,충북
1159,11,전용면적 85㎡초과 102㎡이하,2019,2634,충북
1160,11,전용면적 102㎡초과,2019,2532,충북
1161,11,전체,2019,2602,충남
1162,11,전용면적 60㎡이하,2019,2332,충남
1163,11,전용면적 60㎡초과 85㎡이하,2019,2629,충남
1164,11,전용면적 85㎡초과 102㎡이하,2019,3201,충남
1165,11,전용면적 102㎡초과,2019,2835,충남
1166,11,전체,2019,2468,전북
1167,11,전용면적 60㎡이하,2019,2526,전북
1168,11,전용면적 60㎡초과 85㎡이하,2019,2458,전북
1169,11,전용면적 85㎡초과 102㎡이하,2019,2764,전북
1170,11,전용면적 102㎡초과,2019,2667,전북
1171,11,전체,2019,2513,전남
1172,11,전용면적 60㎡이하,2019,2529,전남
1173,11,전용면적 60㎡초과 85㎡이하,2019,2514,전남
1174,11,전용면적 85㎡초과 102㎡이하,2019,,전남
1175,11,전용면적 102㎡초과,2019,3053,전남
1176,11,전체,2019,2914,경북
1177,11,전용면적 60㎡이하,2019,2578,경북
1178,11,전용면적 60㎡초과 85㎡이하,2019,2897,경북
1179,11,전용면적 85㎡초과 102㎡이하,2019,2604,경북
1180,11,전용면적 102㎡초과,2019,3457,경북
1181,11,전체,2019,3201,경남
1182,11,전용면적 60㎡이하,2019,2780,경남
1183,11,전용면적 60㎡초과 85㎡이하,2019,3174,경남
1184,11,전용면적 85㎡초과 102㎡이하,2019,3247,경남
1185,11,전용면적 102㎡초과,2019,4303,경남
1186,11,전체,2019,3882,제주
1187,11,전용면적 60㎡이하,2019,,제주
1188,11,전용면적 60㎡초과 85㎡이하,2019,3898,제주
1189,11,전용면적 85㎡초과 102㎡이하,2019,,제주
1190,11,전용면적 102㎡초과,2019,3601,제주
1191,12,전체,2019,7955,서울
1192,12,전용면적 60㎡이하,2019,8115,서울
1193,12,전용면적 60㎡초과 85㎡이하,2019,8171,서울
1194,12,전용면적 85㎡초과 102㎡이하,2019,12728,서울
1195,12,전용면적 102㎡초과,2019,8989,서울
1196,12,전체,2019,4002,인천
1197,12,전용면적 60㎡이하,2019,3993,인천
1198,12,전용면적 60㎡초과 85㎡이하,2019,3989,인천
1199,12,전용면적 85㎡초과 102㎡이하,2019,3981,인천
1200,12,전용면적 102㎡초과,2019,4768,인천
1201,12,전체,2019,4493,경기
1202,12,전용면적 60㎡이하,2019,4931,경기
1203,12,전용면적 60㎡초과 85㎡이하,2019,4390,경기
1204,12,전용면적 85㎡초과 102㎡이하,2019,5438,경기
1205,12,전용면적 102㎡초과,2019,5180,경기
1206,12,전체,2019,3884,부산
1207,12,전용면적 60㎡이하,2019,3711,부산
1208,12,전용면적 60㎡초과 85㎡이하,2019,3907,부산
1209,12,전용면적 85㎡초과 102㎡이하,2019,4401,부산
1210,12,전용면적 102㎡초과,2019,4322,부산
1211,12,전체,2019,4372,대구
1212,12,전용면적 60㎡이하,2019,4314,대구
1213,12,전용면적 60㎡초과 85㎡이하,2019,4367,대구
1214,12,전용면적 85㎡초과 102㎡이하,2019,4414,대구
1215,12,전용면적 102㎡초과,2019,5130,대구
1216,12,전체,2019,3834,광주
1217,12,전용면적 60㎡이하,2019,3926,광주
1218,12,전용면적 60㎡초과 85㎡이하,2019,3852,광주
1219,12,전용면적 85㎡초과 102㎡이하,2019,,광주
1220,12,전용면적 102㎡초과,2019,4310,광주
1221,12,전체,2019,3632,대전
1222,12,전용면적 60㎡이하,2019,3534,대전
1223,12,전용면적 60㎡초과 85㎡이하,2019,3567,대전
1224,12,전용면적 85㎡초과 102㎡이하,2019,,대전
1225,12,전용면적 102㎡초과,2019,4500,대전
1226,12,전체,2019,3143,울산
1227,12,전용면적 60㎡이하,2019,3399,울산
1228,12,전용면적 60㎡초과 85㎡이하,2019,3114,울산
1229,12,전용면적 85㎡초과 102㎡이하,2019,,울산
1230,12,전용면적 102㎡초과,2019,,울산
1231,12,전체,2019,3458,세종
1232,12,전용면적 60㎡이하,2019,,세종
1233,12,전용면적 60㎡초과 85㎡이하,2019,3395,세종
1234,12,전용면적 85㎡초과 102㎡이하,2019,3510,세종
1235,12,전용면적 102㎡초과,2019,3931,세종
1236,12,전체,2019,2510,강원
1237,12,전용면적 60㎡이하,2019,2561,강원
1238,12,전용면적 60㎡초과 85㎡이하,2019,2489,강원
1239,12,전용면적 85㎡초과 102㎡이하,2019,3329,강원
1240,12,전용면적 102㎡초과,2019,3598,강원
1241,12,전체,2019,2305,충북
1242,12,전용면적 60㎡이하,2019,2324,충북
1243,12,전용면적 60㎡초과 85㎡이하,2019,2297,충북
1244,12,전용면적 85㎡초과 102㎡이하,2019,2634,충북
1245,12,전용면적 102㎡초과,2019,2532,충북
1246,12,전체,2019,2640,충남
1247,12,전용면적 60㎡이하,2019,2382,충남
1248,12,전용면적 60㎡초과 85㎡이하,2019,2666,충남
1249,12,전용면적 85㎡초과 102㎡이하,2019,3201,충남
1250,12,전용면적 102㎡초과,2019,2835,충남
1251,12,전체,2019,2468,전북
1252,12,전용면적 60㎡이하,2019,2526,전북
1253,12,전용면적 60㎡초과 85㎡이하,2019,2458,전북
1254,12,전용면적 85㎡초과 102㎡이하,2019,2764,전북
1255,12,전용면적 102㎡초과,2019,2667,전북
1256,12,전체,2019,2452,전남
1257,12,전용면적 60㎡이하,2019,2529,전남
1258,12,전용면적 60㎡초과 85㎡이하,2019,2452,전남
1259,12,전용면적 85㎡초과 102㎡이하,2019,,전남
1260,12,전용면적 102㎡초과,2019,3053,전남
1261,12,전체,2019,2914,경북
1262,12,전용면적 60㎡이하,2019,2578,경북
1263,12,전용면적 60㎡초과 85㎡이하,2019,2897,경북
1264,12,전용면적 85㎡초과 102㎡이하,2019,2604,경북
1265,12,전용면적 102㎡초과,2019,3457,경북
1266,12,전체,2019,3063,경남
1267,12,전용면적 60㎡이하,2019,2780,경남
1268,12,전용면적 60㎡초과 85㎡이하,2019,3065,경남
1269,12,전용면적 85㎡초과 102㎡이하,2019,3247,경남
1270,12,전용면적 102㎡초과,2019,,경남
1271,12,전체,2019,3882,제주
1272,12,전용면적 60㎡이하,2019,,제주
1273,12,전용면적 60㎡초과 85㎡이하,2019,3898,제주
1274,12,전용면적 85㎡초과 102㎡이하,2019,,제주
1275,12,전용면적 102㎡초과,2019,3601,제주
1276,1,전체,2018,6623,서울
1277,1,전용면적 60㎡이하,2018,6898,서울
1278,1,전용면적 60㎡초과 85㎡이하,2018,5857,서울
1279,1,전용면적 85㎡초과 102㎡이하,2018,7478,서울
1280,1,전용면적 102㎡초과,2018,6916,서울
1281,1,전체,2018,3333,인천
1282,1,전용면적 60㎡이하,2018,3376,인천
1283,1,전용면적 60㎡초과 85㎡이하,2018,3324,인천
1284,1,전용면적 85㎡초과 102㎡이하,2018,3478,인천
1285,1,전용면적 102㎡초과,2018,4835,인천
1286,1,전체,2018,3846,경기
1287,1,전용면적 60㎡이하,2018,4119,경기
1288,1,전용면적 60㎡초과 85㎡이하,2018,3793,경기
1289,1,전용면적 85㎡초과 102㎡이하,2018,4350,경기
1290,1,전용면적 102㎡초과,2018,4632,경기
1291,1,전체,2018,3842,부산
1292,1,전용면적 60㎡이하,2018,3737,부산
1293,1,전용면적 60㎡초과 85㎡이하,2018,3803,부산
1294,1,전용면적 85㎡초과 102㎡이하,2018,3692,부산
1295,1,전용면적 102㎡초과,2018,3869,부산
1296,1,전체,2018,3585,대구
1297,1,전용면적 60㎡이하,2018,3521,대구
1298,1,전용면적 60㎡초과 85㎡이하,2018,3587,대구
1299,1,전용면적 85㎡초과 102㎡이하,2018,,대구
1300,1,전용면적 102㎡초과,2018,3543,대구
1301,1,전체,2018,2894,광주
1302,1,전용면적 60㎡이하,2018,2776,광주
1303,1,전용면적 60㎡초과 85㎡이하,2018,2887,광주
1304,1,전용면적 85㎡초과 102㎡이하,2018,,광주
1305,1,전용면적 102㎡초과,2018,2865,광주
1306,1,전체,2018,2744,대전
1307,1,전용면적 60㎡이하,2018,2628,대전
1308,1,전용면적 60㎡초과 85㎡이하,2018,2750,대전
1309,1,전용면적 85㎡초과 102㎡이하,2018,3067,대전
1310,1,전용면적 102㎡초과,2018,,대전
1311,1,전체,2018,3162,울산
1312,1,전용면적 60㎡이하,2018,,울산
1313,1,전용면적 60㎡초과 85㎡이하,2018,3162,울산
1314,1,전용면적 85㎡초과 102㎡이하,2018,,울산
1315,1,전용면적 102㎡초과,2018,,울산
1316,1,전체,2018,3161,세종
1317,1,전용면적 60㎡이하,2018,,세종
1318,1,전용면적 60㎡초과 85㎡이하,2018,3164,세종
1319,1,전용면적 85㎡초과 102㎡이하,2018,3099,세종
1320,1,전용면적 102㎡초과,2018,3227,세종
1321,1,전체,2018,2324,강원
1322,1,전용면적 60㎡이하,2018,2216,강원
1323,1,전용면적 60㎡초과 85㎡이하,2018,2322,강원
1324,1,전용면적 85㎡초과 102㎡이하,2018,2591,강원
1325,1,전용면적 102㎡초과,2018,2704,강원
1326,1,전체,2018,2077,충북
1327,1,전용면적 60㎡이하,2018,2203,충북
1328,1,전용면적 60㎡초과 85㎡이하,2018,2076,충북
1329,1,전용면적 85㎡초과 102㎡이하,2018,2271,충북
1330,1,전용면적 102㎡초과,2018,2504,충북
1331,1,전체,2018,2394,충남
1332,1,전용면적 60㎡이하,2018,2421,충남
1333,1,전용면적 60㎡초과 85㎡이하,2018,2409,충남
1334,1,전용면적 85㎡초과 102㎡이하,2018,,충남
1335,1,전용면적 102㎡초과,2018,2283,충남
1336,1,전체,2018,2226,전북
1337,1,전용면적 60㎡이하,2018,2259,전북
1338,1,전용면적 60㎡초과 85㎡이하,2018,2215,전북
1339,1,전용면적 85㎡초과 102㎡이하,2018,2221,전북
1340,1,전용면적 102㎡초과,2018,2433,전북
1341,1,전체,2018,2400,전남
1342,1,전용면적 60㎡이하,2018,2427,전남
1343,1,전용면적 60㎡초과 85㎡이하,2018,2380,전남
1344,1,전용면적 85㎡초과 102㎡이하,2018,2459,전남
1345,1,전용면적 102㎡초과,2018,2458,전남
1346,1,전체,2018,2441,경북
1347,1,전용면적 60㎡이하,2018,2525,경북
1348,1,전용면적 60㎡초과 85㎡이하,2018,2435,경북
1349,1,전용면적 85㎡초과 102㎡이하,2018,,경북
1350,1,전용면적 102㎡초과,2018,2867,경북
1351,1,전체,2018,2696,경남
1352,1,전용면적 60㎡이하,2018,2784,경남
1353,1,전용면적 60㎡초과 85㎡이하,2018,2666,경남
1354,1,전용면적 85㎡초과 102㎡이하,2018,2914,경남
1355,1,전용면적 102㎡초과,2018,2836,경남
1356,1,전체,2018,3636,제주
1357,1,전용면적 60㎡이하,2018,5380,제주
1358,1,전용면적 60㎡초과 85㎡이하,2018,3512,제주
1359,1,전용면적 85㎡초과 102㎡이하,2018,,제주
1360,1,전용면적 102㎡초과,2018,3029,제주
1361,2,전체,2018,6631,서울
1362,2,전용면적 60㎡이하,2018,6907,서울
1363,2,전용면적 60㎡초과 85㎡이하,2018,6373,서울
1364,2,전용면적 85㎡초과 102㎡이하,2018,7495,서울
1365,2,전용면적 102㎡초과,2018,6909,서울
1366,2,전체,2018,3342,인천
1367,2,전용면적 60㎡이하,2018,3433,인천
1368,2,전용면적 60㎡초과 85㎡이하,2018,3338,인천
1369,2,전용면적 85㎡초과 102㎡이하,2018,3478,인천
1370,2,전용면적 102㎡초과,2018,4835,인천
1371,2,전체,2018,3876,경기
1372,2,전용면적 60㎡이하,2018,4246,경기
1373,2,전용면적 60㎡초과 85㎡이하,2018,3826,경기
1374,2,전용면적 85㎡초과 102㎡이하,2018,4351,경기
1375,2,전용면적 102㎡초과,2018,4655,경기
1376,2,전체,2018,3850,부산
1377,2,전용면적 60㎡이하,2018,3744,부산
1378,2,전용면적 60㎡초과 85㎡이하,2018,3812,부산
1379,2,전용면적 85㎡초과 102㎡이하,2018,3692,부산
1380,2,전용면적 102㎡초과,2018,3869,부산
1381,2,전체,2018,3364,대구
1382,2,전용면적 60㎡이하,2018,3521,대구
1383,2,전용면적 60㎡초과 85㎡이하,2018,3365,대구
1384,2,전용면적 85㎡초과 102㎡이하,2018,,대구
1385,2,전용면적 102㎡초과,2018,3543,대구
1386,2,전체,2018,2894,광주
1387,2,전용면적 60㎡이하,2018,2776,광주
1388,2,전용면적 60㎡초과 85㎡이하,2018,2887,광주
1389,2,전용면적 85㎡초과 102㎡이하,2018,,광주
1390,2,전용면적 102㎡초과,2018,2865,광주
1391,2,전체,2018,2887,대전
1392,2,전용면적 60㎡이하,2018,2498,대전
1393,2,전용면적 60㎡초과 85㎡이하,2018,2882,대전
1394,2,전용면적 85㎡초과 102㎡이하,2018,3067,대전
1395,2,전용면적 102㎡초과,2018,,대전
1396,2,전체,2018,3174,울산
1397,2,전용면적 60㎡이하,2018,,울산
1398,2,전용면적 60㎡초과 85㎡이하,2018,3174,울산
1399,2,전용면적 85㎡초과 102㎡이하,2018,,울산
1400,2,전용면적 102㎡초과,2018,,울산
1401,2,전체,2018,3161,세종
1402,2,전용면적 60㎡이하,2018,,세종
1403,2,전용면적 60㎡초과 85㎡이하,2018,3164,세종
1404,2,전용면적 85㎡초과 102㎡이하,2018,3099,세종
1405,2,전용면적 102㎡초과,2018,3227,세종
1406,2,전체,2018,2323,강원
1407,2,전용면적 60㎡이하,2018,2252,강원
1408,2,전용면적 60㎡초과 85㎡이하,2018,2320,강원
1409,2,전용면적 85㎡초과 102㎡이하,2018,2595,강원
1410,2,전용면적 102㎡초과,2018,2856,강원
1411,2,전체,2018,2166,충북
1412,2,전용면적 60㎡이하,2018,2348,충북
1413,2,전용면적 60㎡초과 85㎡이하,2018,2165,충북
1414,2,전용면적 85㎡초과 102㎡이하,2018,2271,충북
1415,2,전용면적 102㎡초과,2018,2485,충북
1416,2,전체,2018,2394,충남
1417,2,전용면적 60㎡이하,2018,2421,충남
1418,2,전용면적 60㎡초과 85㎡이하,2018,2409,충남
1419,2,전용면적 85㎡초과 102㎡이하,2018,,충남
1420,2,전용면적 102㎡초과,2018,2283,충남
1421,2,전체,2018,2273,전북
1422,2,전용면적 60㎡이하,2018,2183,전북
1423,2,전용면적 60㎡초과 85㎡이하,2018,2261,전북
1424,2,전용면적 85㎡초과 102㎡이하,2018,2221,전북
1425,2,전용면적 102㎡초과,2018,2428,전북
1426,2,전체,2018,2356,전남
1427,2,전용면적 60㎡이하,2018,2228,전남
1428,2,전용면적 60㎡초과 85㎡이하,2018,2337,전남
1429,2,전용면적 85㎡초과 102㎡이하,2018,2459,전남
1430,2,전용면적 102㎡초과,2018,2418,전남
1431,2,전체,2018,2441,경북
1432,2,전용면적 60㎡이하,2018,2525,경북
1433,2,전용면적 60㎡초과 85㎡이하,2018,2435,경북
1434,2,전용면적 85㎡초과 102㎡이하,2018,,경북
1435,2,전용면적 102㎡초과,2018,2867,경북
1436,2,전체,2018,2698,경남
1437,2,전용면적 60㎡이하,2018,2784,경남
1438,2,전용면적 60㎡초과 85㎡이하,2018,2673,경남
1439,2,전용면적 85㎡초과 102㎡이하,2018,2914,경남
1440,2,전용면적 102㎡초과,2018,2836,경남
1441,2,전체,2018,3829,제주
1442,2,전용면적 60㎡이하,2018,5462,제주
1443,2,전용면적 60㎡초과 85㎡이하,2018,3542,제주
1444,2,전용면적 85㎡초과 102㎡이하,2018,,제주
1445,2,전용면적 102㎡초과,2018,3029,제주
1446,3,전체,2018,6836,서울
1447,3,전용면적 60㎡이하,2018,7193,서울
1448,3,전용면적 60㎡초과 85㎡이하,2018,6553,서울
1449,3,전용면적 85㎡초과 102㎡이하,2018,7823,서울
1450,3,전용면적 102㎡초과,2018,7242,서울
1451,3,전체,2018,3457,인천
1452,3,전용면적 60㎡이하,2018,3754,인천
1453,3,전용면적 60㎡초과 85㎡이하,2018,3448,인천
1454,3,전용면적 85㎡초과 102㎡이하,2018,3395,인천
1455,3,전용면적 102㎡초과,2018,4835,인천
1456,3,전체,2018,3876,경기
1457,3,전용면적 60㎡이하,2018,4248,경기
1458,3,전용면적 60㎡초과 85㎡이하,2018,3826,경기
1459,3,전용면적 85㎡초과 102㎡이하,2018,4270,경기
1460,3,전용면적 102㎡초과,2018,4641,경기
1461,3,전체,2018,3817,부산
1462,3,전용면적 60㎡이하,2018,3654,부산
1463,3,전용면적 60㎡초과 85㎡이하,2018,3789,부산
1464,3,전용면적 85㎡초과 102㎡이하,2018,3692,부산
1465,3,전용면적 102㎡초과,2018,3830,부산
1466,3,전체,2018,3392,대구
1467,3,전용면적 60㎡이하,2018,3521,대구
1468,3,전용면적 60㎡초과 85㎡이하,2018,3404,대구
1469,3,전용면적 85㎡초과 102㎡이하,2018,,대구
1470,3,전용면적 102㎡초과,2018,3543,대구
1471,3,전체,2018,2930,광주
1472,3,전용면적 60㎡이하,2018,2776,광주
1473,3,전용면적 60㎡초과 85㎡이하,2018,2924,광주
1474,3,전용면적 85㎡초과 102㎡이하,2018,,광주
1475,3,전용면적 102㎡초과,2018,2865,광주
1476,3,전체,2018,2887,대전
1477,3,전용면적 60㎡이하,2018,2498,대전
1478,3,전용면적 60㎡초과 85㎡이하,2018,2882,대전
1479,3,전용면적 85㎡초과 102㎡이하,2018,3067,대전
1480,3,전용면적 102㎡초과,2018,,대전
1481,3,전체,2018,3174,울산
1482,3,전용면적 60㎡이하,2018,,울산
1483,3,전용면적 60㎡초과 85㎡이하,2018,3174,울산
1484,3,전용면적 85㎡초과 102㎡이하,2018,,울산
1485,3,전용면적 102㎡초과,2018,,울산
1486,3,전체,2018,3161,세종
1487,3,전용면적 60㎡이하,2018,,세종
1488,3,전용면적 60㎡초과 85㎡이하,2018,3164,세종
1489,3,전용면적 85㎡초과 102㎡이하,2018,3099,세종
1490,3,전용면적 102㎡초과,2018,3227,세종
1491,3,전체,2018,2391,강원
1492,3,전용면적 60㎡이하,2018,2269,강원
1493,3,전용면적 60㎡초과 85㎡이하,2018,2387,강원
1494,3,전용면적 85㎡초과 102㎡이하,2018,2830,강원
1495,3,전용면적 102㎡초과,2018,2923,강원
1496,3,전체,2018,2455,충북
1497,3,전용면적 60㎡이하,2018,2348,충북
1498,3,전용면적 60㎡초과 85㎡이하,2018,2456,충북
1499,3,전용면적 85㎡초과 102㎡이하,2018,2471,충북
1500,3,전용면적 102㎡초과,2018,2482,충북
1501,3,전체,2018,2394,충남
1502,3,전용면적 60㎡이하,2018,2421,충남
1503,3,전용면적 60㎡초과 85㎡이하,2018,2409,충남
1504,3,전용면적 85㎡초과 102㎡이하,2018,,충남
1505,3,전용면적 102㎡초과,2018,2283,충남
1506,3,전체,2018,2263,전북
1507,3,전용면적 60㎡이하,2018,2183,전북
1508,3,전용면적 60㎡초과 85㎡이하,2018,2250,전북
1509,3,전용면적 85㎡초과 102㎡이하,2018,2221,전북
1510,3,전용면적 102㎡초과,2018,2428,전북
1511,3,전체,2018,2348,전남
1512,3,전용면적 60㎡이하,2018,2228,전남
1513,3,전용면적 60㎡초과 85㎡이하,2018,2336,전남
1514,3,전용면적 85㎡초과 102㎡이하,2018,2627,전남
1515,3,전용면적 102㎡초과,2018,2443,전남
1516,3,전체,2018,2440,경북
1517,3,전용면적 60㎡이하,2018,2525,경북
1518,3,전용면적 60㎡초과 85㎡이하,2018,2421,경북
1519,3,전용면적 85㎡초과 102㎡이하,2018,,경북
1520,3,전용면적 102㎡초과,2018,2788,경북
1521,3,전체,2018,2697,경남
1522,3,전용면적 60㎡이하,2018,2787,경남
1523,3,전용면적 60㎡초과 85㎡이하,2018,2672,경남
1524,3,전용면적 85㎡초과 102㎡이하,2018,2857,경남
1525,3,전용면적 102㎡초과,2018,2897,경남
1526,3,전체,2018,3925,제주
1527,3,전용면적 60㎡이하,2018,5462,제주
1528,3,전용면적 60㎡초과 85㎡이하,2018,3639,제주
1529,3,전용면적 85㎡초과 102㎡이하,2018,,제주
1530,3,전용면적 102㎡초과,2018,3029,제주
1531,4,전체,2018,6841,서울
1532,4,전용면적 60㎡이하,2018,7196,서울
1533,4,전용면적 60㎡초과 85㎡이하,2018,6560,서울
1534,4,전용면적 85㎡초과 102㎡이하,2018,7823,서울
1535,4,전용면적 102㎡초과,2018,7242,서울
1536,4,전체,2018,3457,인천
1537,4,전용면적 60㎡이하,2018,3754,인천
1538,4,전용면적 60㎡초과 85㎡이하,2018,3448,인천
1539,4,전용면적 85㎡초과 102㎡이하,2018,3395,인천
1540,4,전용면적 102㎡초과,2018,4835,인천
1541,4,전체,2018,3859,경기
1542,4,전용면적 60㎡이하,2018,4256,경기
1543,4,전용면적 60㎡초과 85㎡이하,2018,3836,경기
1544,4,전용면적 85㎡초과 102㎡이하,2018,4345,경기
1545,4,전용면적 102㎡초과,2018,4595,경기
1546,4,전체,2018,3863,부산
1547,4,전용면적 60㎡이하,2018,3654,부산
1548,4,전용면적 60㎡초과 85㎡이하,2018,3835,부산
1549,4,전용면적 85㎡초과 102㎡이하,2018,3692,부산
1550,4,전용면적 102㎡초과,2018,3830,부산
1551,4,전체,2018,3524,대구
1552,4,전용면적 60㎡이하,2018,3607,대구
1553,4,전용면적 60㎡초과 85㎡이하,2018,3526,대구
1554,4,전용면적 85㎡초과 102㎡이하,2018,3012,대구
1555,4,전용면적 102㎡초과,2018,2966,대구
1556,4,전체,2018,2885,광주
